expgender,exprace,separatedornot_nobarriers,separatedornot_other,separatedornot_separaterooms,age,sunkgroup,sunkDV,gainlossgroup,gainlossDV,anch1group,anch2group,anch3group,anch4group,anchoring1,anchoring2,anchoring3,anchoring4,Ranchori,RAN001,RAN002,RAN003,Ranch1,Ranch2,Ranch3,Ranch4,gambfalgroup,gambfalDV,scalesgroup,scalesreca,scalesrecb,scales,reciprocitygroup,reciprocityother,reciprocityus,allowedforbiddenGroup,allowedforbidden,quotearec,quotebrec,quoteGroup,quote,totalflagestimations,totalnoflagtimeestimations,flagfilter,flagdv,flagGroup,Sysjust,MoneyGroup,moneyfilter,ContactGroup,Imagineddv,IATfilter,partgender,IATexpart,IATexpmath,IATexp.overall,totexpmissed,IATEXPfilter,allowedforbiddena,allowedforbiddenb,anchoring1a,anchoring1b,anchoring2a,anchoring2b,anchoring3a,anchoring3b,anchoring4a,anchoring4b,artwarm,citizenship,d_donotuse,diseaseframinga,diseaseframingb,ethnicity_X1,ethnicity_X2,ethnicity_X3,flagsupplement1,flagsupplement2,flagsupplement3,flagtimeestimate1_Afternoon,flagtimeestimate1_Evening,flagtimeestimate1_Morning,flagtimeestimate2_Afternoon,flagtimeestimate2_Evening,flagtimeestimate2_Morning,flagtimeestimate3_Afternoon,flagtimeestimate3_Evening,flagtimeestimate3_Morning,flagtimeestimate4_Afternoon,flagtimeestimate4_Evening,flagtimeestimate4_Morning,gamblerfallacya,gamblerfallacyb,imaginedexplicit1,imaginedexplicit2,imaginedexplicit3,imaginedexplicit4,major,mathwarm,moneyagea,moneyageb,moneygendera,moneygenderb,nativelang,noflagtimeestimate1_Afternoon,noflagtimeestimate1_Evening,noflagtimeestimate1_Morning,noflagtimeestimate2_Afternoon,noflagtimeestimate2_Evening,noflagtimeestimate2_Morning,noflagtimeestimate3_Afternoon,noflagtimeestimate3_Evening,noflagtimeestimate3_Morning,noflagtimeestimate4_Afternoon,noflagtimeestimate4_Evening,noflagtimeestimate4_Morning,omdimc3,omdimc3rt,omdimc3trt,politicalid,quotea,quoteb,race,reciprocityothera,reciprocityotherb,reciprocityusa,reciprocityusb,scalesa,scalesb,sex,sunkcosta,sunkcostb,sysjust1,sysjust2,sysjust3,sysjust4,sysjust5,sysjust6,sysjust7,sysjust8,us_or_international,lab_or_online,order,iat_exclude
0,6,0,0,0,27,0,2,0,0,1,0,0,0,4000,500000,30000,600,3732.5,1215,3586.5,1344.5,3732.5,1215,3586.5,1344.5,0,0,0,0,0,1,1,0,1,0,0,6,3,0,3,8,9,0,3.125,0,2.5,1,0,1,2.75,0,0,6.833333333,3,5.916666667,0,0,0,1,3000,4000,500000,3000000,30000,36825,600,30000,83,94,0.004156012,0,1,0,1,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,0,4,2,2,3,7,21,21,27,1,1,2,0,1,0,1,0,0,0,0,1,0,1,0,1,9683,9757,6,4,7,14,1,1,1,1,1,1,0,9,2,2,2,3,4,2,2,2,3,0,0,1,1
0,6,0,0,0,41,0,9,0,1,0,0,0,1,3000,4000000,26246.4,43000,2163.5,4604.5,2804,5190.5,2163.5,4604.5,2804,5190.5,0,2.828427125,0,0,0,1,0,0,1,0,0,9,5,1,9,8,8,0,6,0,5.75,0,0,1,1.25,1,1,4.333333333,6.666666667,2.833333333,0,1,0,1,3000,4000,4000000,3000000,7000,36825,667,43000,53,94,-0.175266414,0,0,0,1,0,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,2.828427125,2,1,1,1,6,76,41,21,0,1,2,1,0,0,0,1,0,1,0,0,0,0,1,1,24916,25194,4,1,5,14,1,1,1,1,4,1,1,9,9,6,5,6,6,5,6,6,6,0,0,1,0
0,6,0,0,0,47,1,1,1,1,0,0,0,1,3000,2000000,2500,20000,2163.5,2720.5,258,3504,2163.5,2720.5,258,3504,0,2.449489743,1,0,1,0,0,0,1,0,0,7,5,1,7,8,7,0,2.25,0,4.75,0,0,1,8.25,1,0,6.666666667,5.333333333,4.666666667,0,1,0,1,3000,4000,600000,3000000,2500,36825,667,20000,100,94,1.068926423,0,1,0,1,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,2.449489743,9,6,9,9,7,100,47,21,1,1,2,1,0,0,0,0,1,0,1,0,0,0,1,1,35940,35985,2,3,5,14,1,1,1,1,2,2,0,1,8,3,1,3,7,7,7,4,6,0,0,2,0
0,6,0,0,0,32,1,9,1,0,1,0,0,0,3200,1300000,21000,14000,2926,2276,2481.5,3161,2926,2276,2481.5,3161,1,3.464101615,0,0,0,1,0,0,1,0,0,5,5,1,5,8,7,0,5,0,3.625,0,0,0,3.25,1,0,5.666666667,5.5,4.083333333,0,1,0,1,3000,3200,1300000,3000000,21000,36825,14000,30000,78,94,-1.136787047,1,1,0,1,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3.464101615,1.732050808,5,2,3,3,7,75,32,21,1,1,2,0,0,1,1,0,0,0,0,1,0,1,0,1,11163,11165,6,5,5,14,1,1,1,1,1,1,0,9,8,4,2,4,3,4,5,2,5,0,0,1,0
0,6,0,0,0,34,0,9,0,0,0,0,0,1,4500,1000000,5000,45000,4165.5,1990,1172.5,5307.5,4165.5,1990,1172.5,5307.5,0,2,1,0,0,1,1,0,1,0,0,6,3,0,3,8,9,0,3.125,0,2.375,1,0,0,6.25,1,1,6.833333333,3,5.916666667,0,1,0,1,4500,4000,1000000,3000000,5000,36825,667,45000,100,94,-0.343531209,0,1,1,0,0,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.732050808,7,3,9,6,4,19,21,34,1,0,9,0,1,0,0,1,0,1,0,0,0,0,1,1,13924,14001,4,4,7,7,1,1,1,1,2,1,1,9,9,3,1,1,4,1,4,2,3,0,0,1,0
0,6,0,0,0,49,1,9,1,0,1,1,1,1,5000,3500000,40000,38000,4676,4188.5,4642,4856,4676,4188.5,4642,4856,0,7.071067812,1,0,1,0,0,0,1,1,1,9,5,1,9,8,8,0,5.875,0,5,1,1,0,5,1,0,7,3,6,0,1,0,1,3000,5000,600000,3500000,7000,40000,667,38000,100,94,-1.40446823,1,1,0,1,0,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,7.071067812,5,7,5,3,7,1,21,49,1,1,2,0,0,1,0,1,0,0,0,1,0,1,0,1,20947,21003,5,1,5,14,1,1,1,1,2,2,0,9,8,4,6,5,7,6,6,1,5,0,0,1,0
0,6,0,0,0,21,1,9,0,1,1,0,1,1,3000,750000,29000,30000,2163.5,1562,3160,4287.5,2163.5,1562,3160,4287.5,1,10,1,0,0,1,1,0,1,0,0,5,5,1,5,8,8,0,2.5,0,3.75,0,0,1,4,1,0,5.833333333,4.833333333,4.5,0,1,0,1,3000,3000,750000,3000000,7000,29000,667,30000,85,94,-0.048045161,0,0,0,1,0,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,1.732050808,5,5,5,1,10,66,21,21,1,1,2,1,0,0,0,0,1,1,0,0,0,1,0,1,21841,21849,3,5,5,14,1,1,1,1,2,1,0,9,8,3,3,4,1,5,5,5,4,0,0,2,0
0,6,0,0,0,32,1,9,1,1,0,1,1,1,3200,2500000,30000,30000,2926,3132.5,3586.5,4287.5,2926,3132.5,3586.5,4287.5,0,1.732050808,1,0,1,0,1,0,0,0,1,5,5,1,5,8,9,0,3.125,0,3.125,1,1,0,2,1,0,3,6,2.5,0,1,1,1,3200,4000,600000,2500000,7000,30000,667,30000,32,94,-0.120236954,0,1,0,1,0,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.732050808,2,2,2,2,13,85,21,32,1,1,2,1,0,0,0,1,0,0,0,1,0,1,0,1,25673,25689,1,5,5,14,1,1,0,1,2,2,0,9,8,3,2,3,6,3,2,3,3,0,0,2,0
0,6,0,0,0,50,1,9,1,1,1,1,0,0,4500,2500000,29000,250,4165.5,3132.5,3160,708.5,4165.5,3132.5,3160,708.5,0,2.645751311,1,0,0,1,1,0,1,1,1,7,5,1,7,7,8,0,2.75,1,3.875,0,0,0,2,1,0,7,4,5.5,0,1,0,1,3000,4500,600000,2500000,29000,36825,250,30000,91,94,0.004156012,0,1,0,1,0,11,4,4,0,0,1,0,0,1,1,0,0,0,1,0,2.236067977,2.645751311,2,2,2,2,7,44,50,21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,13308,13324,4,3,5,14,1,1,1,1,2,1,0,9,8,4,4,3,7,5,4,2,2,0,0,2,0
0,6,0,0,0,41,1,1,0,0,0,1,0,0,3000,4200000,2500,152,2163.5,4820.5,258,389,2163.5,4820.5,258,389,0,1.732050808,0,0,0,1,1,1,0,1,0,9,5,1,9,8,8,0,1,0,4.75,1,0,0,1.25,1,0,7,4,5.5,0,1,0,0,3000,4000,600000,4200000,2500,36825,152,30000,97,94,-0.804644377,0,1,0,1,0,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.732050808,2,1,1,1,7,58,21,41,1,1,2,1,0,0,0,0,1,1,0,0,0,1,0,1,29058,29098,1,1,5,14,0,1,0,1,3,1,0,1,8,4,4,4,7,4,4,4,7,0,0,1,0
0,6,0,0,0,25,1,9,0,1,1,1,0,1,4500,425000,3200,44000,4165.5,991.5,633,5203,4165.5,991.5,633,5203,1,3.464101615,0,1,0,0,0,0,1,0,0,6,7,0,7,8,10,0,2.5,0,4.25,0,0,1,3,1,1,3.666666667,3.5,4.083333333,0,1,0,1,3000,4500,600000,425000,3200,36825,667,44000,35,94,0.219630552,0,0,0,1,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3.464101615,1.732050808,4,2,4,2,8,43,25,21,0,1,2,0,1,0,1,0,0,1,0,0,0,1,0,1,23715,23726,1,4,3,14,1,1,1,1,6,1,1,9,8,5,4,4,6,4,3,4,4,0,0,1,0
0,6,0,0,0,19,1,6,0,0,1,0,0,0,5700,2150000,3500,340,5229.5,3019.5,737,960,5229.5,3019.5,737,960,0,1,1,0,1,0,0,0,1,0,0,6,5,0,5,8,8,0,2.75,1,4.125,0,0,1,1.75,0,0,4,4,4,0,0,0,1,3000,5700,2150000,3000000,3500,36825,340,30000,52,94,0.004156012,0,1,0,1,0,10,4,4,0,1,0,0,0,1,1,0,0,1,0,0,2.236067977,1,3,1,2,1,4,53,19,21,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,17408,17422,2,4,5,14,1,1,1,1,2,3,1,6,8,4,4,4,5,4,4,4,4,0,0,1,1
0,6,0,0,0,70,1,1,1,1,1,0,0,0,3200,3000000,14000,10000,2926,3637.5,2042.5,2855.5,2926,3637.5,2042.5,2855.5,0,0,1,0,1,0,0,1,0,0,0,5,5,1,5,8,8,0,6.375,1,4.875,0,0,0,5.25,1,1,6.333333333,5.333333333,4.5,0,1,0,1,3000,3200,3000000,3000000,14000,36825,10000,30000,72,94,0.209053512,0,1,0,1,0,11,4,5,1,0,0,0,0,1,1,0,0,0,1,0,0,1.732050808,8,1,5,7,7,73,70,21,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,41902,41951,7,5,5,14,1,0,1,0,2,3,1,1,8,6,1,6,7,4,7,3,5,0,0,2,0
0,6,0,0,0,65,0,8,0,0,1,0,1,1,3000,800000,40000,30000,2163.5,1641.5,4642,4287.5,2163.5,1641.5,4642,4287.5,1,4.898979486,0,0,0,1,1,0,1,1,1,8,5,1,8,8,9,0,3,0,3.75,0,0,1,5,1,0,5.833333333,6,3.916666667,0,1,0,1,3000,3000,800000,3000000,7000,40000,667,30000,95,94,0.720366877,0,1,0,1,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.898979486,1.732050808,5,3,5,7,7,95,65,21,1,1,2,0,1,0,0,0,1,1,0,0,0,1,0,1,24829,24887,2,2,5,14,1,1,1,1,4,1,0,9,8,4,4,5,3,4,3,4,3,0,0,2,0
0,6,0,0,0,24,1,8,1,1,0,1,1,0,5000,2000000,40000,130,4676,2720.5,4642,216.5,4676,2720.5,4642,216.5,0,2.236067977,0,0,0,1,1,0,1,0,0,7,5,1,7,7,8,0,3.125,1,2.375,1,0,0,3,1,0,7,2.666666667,6.166666667,0,1,0,1,5000,4000,600000,2000000,7000,40000,130,30000,100,94,-1.019889811,0,1,0,1,0,5,5,5,0,1,0,0,0,1,1,0,0,0,0,1,2.236067977,2.236067977,2,2,5,3,7,15,21,24,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16726,16793,3,3,5,14,1,1,1,1,5,1,0,8,8,2,2,3,3,3,1,3,2,0,0,1,0
0,6,0,0,0,27,1,9,1,0,1,0,0,1,4800,350000,3200,20000,4352,777.5,633,3504,4352,777.5,633,3504,0,2.645751311,0,0,0,1,0,0,1,0,0,7,5,1,7,8,8,0,6.375,0,5,1,0,0,1,1,1,4.5,4.666666667,3.916666667,0,1,0,1,3000,4800,350000,3000000,3200,36825,667,20000,45,94,0.140356635,1,1,0,1,0,11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,2.645751311,1,1,1,1,5,73,21,27,1,0,2,0,0,1,1,0,0,1,0,0,0,1,0,1,7108,7113,7,3,5,14,1,1,1,1,4,1,1,9,8,5,6,3,7,5,5,3,6,0,0,2,0
0,6,0,0,0,29,1,8,0,1,1,0,1,1,4800,800000,38500,21000,4352,1641.5,4338.5,3698.5,4352,1641.5,4338.5,3698.5,0,1.732050808,1,0,0,1,0,0,1,0,0,6,4,0,4,8,7,0,2,0,4.375,0,0,1,2.75,1,1,6.166666667,4.833333333,4.666666667,0,1,0,1,3000,4800,800000,3000000,7000,38500,667,21000,75,94,0.219270724,0,0,0,1,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.732050808,4,2,3,2,2,66,29,21,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,1,11163,11206,1,4,6,14,1,1,1,1,2,1,1,8,8,5,2,5,6,5,5,3,4,0,0,2,0
0,6,0,0,0,34,1,9,1,1,1,0,0,0,4000,2000000,26000,20000,3732.5,2720.5,2748.5,3504,3732.5,2720.5,2748.5,3504,1,5.477225575,1,0,1,0,0,0,1,1,1,6,5,0,5,9,8,0,5.75,1,4.875,1,0,0,4.5,1,1,7,3,6,0,1,0,1,3000,4000,600000,3000000,26000,36825,20000,30000,79,94,1.127256298,0,1,0,1,0,11,5,4,0,0,1,0,1,0,1,0,0,0,1,0,5.477225575,1.732050808,5,4,4,5,7,8,21,34,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,15652,15665,5,4,5,14,1,1,1,1,2,4,1,9,8,5,3,7,7,2,7,4,4,0,0,2,0
0,6,0,0,0,28,1,9,0,0,1,1,0,0,4200,4999999,2111,150,3960,5271,60,320.5,3960,5271,60,320.5,0,2,1,0,1,0,0,0,1,0,0,6,1,0,1,8,8,0,3.75,1,3.625,0,0,0,4.5,1,0,6.5,7,3.75,0,1,0,1,3000,4200,600000,4999999,2111,36825,150,30000,100,94,0.643537727,0,1,1,0,0,11,4,4,1,0,0,0,0,1,1,0,0,0,1,0,2.236067977,2,7,1,7,3,13,100,28,21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,65778,65805,4,4,9,7,1,1,1,1,2,6,0,9,8,4,2,3,6,5,4,2,3,0,0,2,0
0,6,0,0,0,19,0,9,1,1,1,1,1,1,4000,900000,30000,20000,3732.5,1740.5,3586.5,3504,3732.5,1740.5,3586.5,3504,0,6,0,1,0,0,0,0,1,0,0,6,8,0,8,8,8,0,4.375,0,4.125,1,0,0,1.25,1,1,4,5.666666667,3.166666667,0,1,0,1,3000,4000,600000,900000,7000,30000,667,20000,66,94,-0.869906723,0,1,0,1,0,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,6,1,1,1,2,7,97,21,19,1,0,2,1,0,0,0,0,1,1,0,0,0,1,0,1,12586,12623,6,4,2,14,1,1,1,1,6,1,1,9,9,3,2,5,6,5,6,2,4,0,0,1,0
0,6,0,0,0,23,1,6,0,1,1,0,0,1,4000,3000000,10000,25000,3732.5,3637.5,1780.5,3892,3732.5,3637.5,1780.5,3892,0,5,1,0,0,1,1,0,0,0,0,6,5,1,6,8,8,0,4,0,2.142857143,1,0,1,2.75,1,0,6.333333333,3.5,5.416666667,0,1,0,1,3000,4000,3000000,3000000,10000,36825,667,25000,79,94,0.977018357,0,0,0,1,0,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,5,3,1,4,3,2,60,21,23,1,1,2,1,0,0,0,0,1,1,0,0,0,1,0,1,17934,18239,4,4,5,14,1,1,0,1,2,1,0,6,8,2,3,2,2,3,3,1,2,0,0,2,0
0,6,0,0,0,47,0,9,0,0,0,0,1,0,3000,500000,40000,10000,2163.5,1215,4642,2855.5,2163.5,1215,4642,2855.5,0,1,0,0,0,1,0,0,1,0,0,6,3,0,3,8,8,0,2.25,1,3.375,0,1,0,4,1,0,6.333333333,3.5,5.416666667,0,1,0,1,3000,4000,500000,3000000,7000,40000,667,30000,81,94,0.338369161,0,1,0,1,0,11,4,4,0,0,1,1,0,0,1,0,0,0,1,0,2.236067977,1,5,2,5,4,7,37,47,21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,21092,21104,4,4,7,14,1,1,1,1,3,1,0,9,9,3,2,3,7,3,2,2,5,0,0,2,0
0,6,0,0,0,50,1,7,1,1,1,0,1,0,3000,300000,42000,1000,2163.5,566,4950.5,1656,2163.5,566,4950.5,1656,0,1.732050808,0,0,0,1,0,0,1,0,0,8,5,1,8,8,8,0,2.75,1,5.25,1,0,0,3.5,1,0,6,2.666666667,5.666666667,0,1,0,1,3000,3000,300000,3000000,7000,42000,1000,30000,76,94,0.441039341,0,1,0,1,0,9,1,4,1,0,0,0,0,1,1,0,0,0,1,0,2.236067977,1.732050808,5,2,5,2,7,21,21,50,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20220,20224,3,2,5,14,1,1,1,1,5,1,0,7,8,6,5,6,5,6,6,4,4,0,0,2,0
0,6,0,0,0,22,0,1,1,1,0,1,1,0,2000,2000000,44000,10000,580,2720.5,5238,2855.5,580,2720.5,5238,2855.5,1,1.414213562,1,0,0,1,0,0,1,0,0,6,2,0,2,8,6,0,3.625,0,4.375,1,0,1,5,1,0,6.166666667,4.833333333,4.666666667,0,1,0,1,2000,4000,600000,2000000,7000,44000,667,30000,43,94,0.480321785,0,1,0,1,0,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1.414213562,1.732050808,6,6,2,6,2,60,21,22,1,1,2,1,0,0,0,0,1,0,0,1,1,0,0,1,15722,15728,3,4,8,12,1,1,1,1,2,1,0,9,1,6,4,1,7,4,7,1,5,0,0,2,0
0,6,0,0,0,33,1,9,1,0,0,0,0,0,3000,250000,2500,200,2163.5,287,258,537,2163.5,287,258,537,1,2.236067977,0,0,0,1,0,1,0,0,0,9,5,1,9,8,8,0,4.857142857,0,1,0,1,0,1,1,0,7,2.833333333,6.083333333,0,1,0,1,3000,4000,250000,3000000,2500,36825,200,30000,100,94,1.085560012,1,1,0,1,0,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.732050808,1,1,1,1,8,0,33,21,1,1,2,0,1,0,0,0,1,0,0,1,0,1,0,1,20956,21026,7,1,5,14,1,0,1,0,2,1,0,9,8,1,1,1,1,1,1,1,1,0,0,2,0
0,6,0,0,0,67,1,7,0,1,1,1,1,0,3200,4200000,39000,1000,2926,4820.5,4375.5,1656,2926,4820.5,4375.5,1656,0,1,1,0,1,0,0,0,1,1,1,9,5,1,9,8,8,0,3.875,0,5.375,1,0,1,1.75,1,0,7,7,4,0,1,0,1,3000,3200,600000,4200000,7000,39000,1000,30000,100,94,0.836208002,0,0,0,1,0,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1,2,2,2,1,7,99,21,67,1,1,2,0,1,0,0,0,1,0,0,1,0,1,0,1,18858,18865,5,1,5,14,1,1,1,1,2,6,0,7,8,5,5,6,7,4,5,6,5,0,0,2,0
0,6,0,0,0,37,0,4,0,1,0,1,0,0,3000,300000,26246.4,1000,2163.5,566,2804,1656,2163.5,566,2804,1656,0,1.414213562,0,0,0,1,0,1,1,0,0,3,5,1,3,8,8,0,4.5,0,3.625,1,0,1,4,1,0,4.666666667,5.5,3.583333333,0,1,0,1,3000,4000,600000,300000,7000,36825,1000,30000,68,94,-0.574258938,0,0,0,1,0,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.414213562,5,3,4,4,5,59,21,37,1,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,7250,7265,4,7,5,8,1,0,1,1,3,1,0,9,4,5,3,2,6,3,3,3,4,0,0,1,0
0,6,0,0,0,36,0,7,1,1,1,1,0,1,4800,2500000,33000,20000,4352,3132.5,3881,3504,4352,3132.5,3881,3504,0,0,1,0,0,1,0,0,1,0,0,6,7,0,7,8,9,0,3,0,4.875,1,0,1,4.5,1,1,6,5.5,4.25,0,1,0,1,3000,4800,600000,2500000,33000,36825,667,20000,72,94,-0.254637558,0,1,0,1,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,0,5,3,5,5,7,72,21,36,1,0,2,0,0,1,0,1,0,1,0,0,0,1,0,1,12531,12640,4,4,3,14,1,1,1,1,2,1,1,9,7,4,5,5,5,5,5,5,5,0,0,1,0
0,6,0,0,0,34,1,7,0,0,0,1,0,0,1950,4300000,2580,600,395,4837.5,343,1344.5,395,4837.5,343,1344.5,1,3.464101615,1,0,1,0,1,0,0,1,1,9,5,1,9,8,8,0,3.75,0,6.125,1,0,0,1.75,1,1,6,2.666666667,5.666666667,0,1,0,1,1950,4000,600000,4300000,2580,36825,600,30000,85,94,-0.022404353,0,1,0,1,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3.464101615,1.732050808,3,1,2,1,9,30,21,34,1,0,2,1,0,0,0,0,1,1,0,0,0,1,0,1,11741,11803,5,1,5,14,1,1,0,1,2,3,1,7,8,6,6,6,7,6,6,6,6,0,0,1,0
0,6,0,0,0,27,1,9,1,1,1,1,0,0,3000,4000000,25000,1000,2163.5,4604.5,2662.5,1656,2163.5,4604.5,2662.5,1656,1,2.236067977,0,0,0,1,1,0,0,0,0,6,9,0,9,10,8,0,1,1,1,1,0,0,5.75,1,1,7,2.5,6.25,0,1,0,1,3000,3000,600000,4000000,25000,36825,1000,30000,99,94,0.074415135,0,1,0,1,0,11,4,4,1,0,0,1,0,0,0,1,0,0,1,0,2.236067977,1.732050808,5,3,6,9,7,5,21,27,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15667,15708,1,4,1,14,1,1,0,1,1,1,1,9,8,1,1,1,1,1,1,1,1,0,0,2,0
0,6,0,0,0,33,1,9,1,1,0,1,0,1,3000,4000000,10000,40000,2163.5,4604.5,1780.5,5018.5,2163.5,4604.5,1780.5,5018.5,1,10.95445115,0,0,0,1,1,0,1,0,0,6,5,0,5,8,10,0,4,0,3.875,1,0,0,3,1,0,7,5.5,4.75,0,1,0,1,3000,4000,600000,4000000,10000,36825,667,40000,98,94,1.089042934,0,1,0,1,0,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10.95445115,1.732050808,3,2,5,2,2,77,21,33,1,1,2,0,1,0,0,1,0,0,0,1,0,1,0,0,7534,7541,4,4,5,14,1,1,1,1,2,1,0,9,8,5,1,3,5,5,4,5,3,0,0,2,0
0,6,0,0,0,40,1,9,1,0,0,0,1,1,2500,2000000,38569,5000,1189,2720.5,4342,2404.5,1189,2720.5,4342,2404.5,1,2.449489743,0,0,0,1,0,0,1,0,0,6,4,0,4,8,8,0,3.25,1,3.875,0,0,1,1,1,1,6.333333333,2.833333333,5.75,0,1,0,1,2500,4000,600000,3000000,7000,38569,667,5000,77,94,0.580995727,1,1,0,1,0,11,1,1,0,0,1,0,1,0,1,0,0,1,0,0,2.449489743,1.732050808,1,1,1,1,4,17,40,21,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12154,12195,4,4,6,2,1,1,1,1,5,1,1,9,8,3,5,5,7,5,2,2,2,0,0,2,0
0,6,0,0,0,33,0,8,0,0,0,1,1,1,3000,3000000,30000,15000,2163.5,3637.5,3586.5,3222.5,2163.5,3637.5,3586.5,3222.5,0,2.236067977,0,0,0,1,0,0,1,0,0,6,5,0,5,8,8,0,2.375,0,3,0,0,1,4.5,1,1,5.166666667,3.333333333,4.916666667,0,1,0,1,3000,4000,600000,3000000,7000,30000,667,15000,55,94,0.884192542,0,1,0,1,0,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,2.236067977,5,3,6,4,13,30,33,21,0,1,2,1,0,0,0,0,1,1,0,0,0,1,0,1,27097,27153,4,4,5,14,1,1,1,1,5,1,1,9,8,3,2,3,5,3,1,4,3,0,0,2,0
0,6,0,0,0,23,1,9,0,0,1,0,1,0,2589,600000,40000,257,1342,1420,4642,775.5,1342,1420,4642,775.5,0,1.732050808,0,0,0,1,1,0,1,0,0,5,5,1,5,8,7,0,2.375,0,3.25,1,0,1,5,1,1,6,7,3.5,0,1,0,1,3000,2589,600000,3000000,7000,40000,257,30000,89,94,-0.01663761,0,1,0,0,1,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.732050808,5,6,6,3,6,89,21,23,1,0,2,1,0,0,0,0,1,1,0,0,1,0,0,1,5493,5497,3,5,5,14,1,1,1,1,2,1,1,9,8,5,3,2,4,3,3,2,4,0,0,2,0
0,6,0,0,0,66,1,9,1,0,0,0,1,1,3173,2000000,41200,17000,2885,2720.5,4886.5,3283,2885,2720.5,4886.5,3283,1,2,1,0,1,0,0,0,1,1,1,6,8,0,8,8,8,0,4.25,0,5.5,0,0,0,2.25,1,0,5.833333333,4.666666667,4.583333333,0,1,0,1,3173,4000,600000,3000000,7000,41200,667,17000,72,94,-0.761582851,1,1,0,1,0,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1.732050808,2,3,3,1,7,68,66,21,0,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,21789,21817,2,4,2,14,1,1,1,1,2,2,0,9,8,5,6,6,7,5,5,5,5,0,0,1,0
0,6,0,0,0,30,1,8,1,0,0,1,0,1,2700,1000000,10000,30000,1408,1990,1780.5,4287.5,1408,1990,1780.5,4287.5,1,2,1,0,0,1,0,1,0,1,0,6,5,0,5,8,8,0,4.625,1,4.125,0,0,1,6.25,1,0,6.333333333,7,3.666666667,0,1,0,0,2700,4000,600000,1000000,10000,36825,667,30000,64,94,0.176125579,1,1,0,1,0,11,4,4,1,0,0,1,0,0,0,0,1,0,1,0,2,1.732050808,8,5,5,7,7,100,30,21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,19285,19299,5,4,5,14,1,0,1,0,2,1,0,8,8,2,5,4,6,6,1,4,5,0,0,2,0
0,6,0,0,0,32,1,9,1,1,0,0,1,1,3000,2000000,38000,39000,2163.5,2720.5,4293.5,4877,2163.5,2720.5,4293.5,4877,1,3.464101615,1,0,0,1,0,0,1,0,0,5,5,1,5,8,8,0,3.5,1,3.5,0,0,1,2.75,1,0,6.666666667,3.166666667,5.75,0,1,0,1,3000,4000,600000,3000000,7000,38000,667,39000,98,94,-0.381203673,0,1,0,1,0,11,4,5,0,1,0,0,1,0,0,0,1,0,0,1,3.464101615,1.732050808,5,1,4,1,2,2,32,21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14736,14755,5,5,5,14,1,1,1,1,2,1,0,9,8,3,1,7,7,2,4,2,2,0,0,2,0
