,expgender,separatedornot_nobarriers,separatedornot_other,separatedornot_separaterooms,age,sunkgroup,sunkDV,gainlossgroup,gainlossDV,anch1group,anch2group,anch3group,anch4group,anchoring1,anchoring2,anchoring3,anchoring4,Ranchori,RAN001,RAN002,RAN003,Ranch1,Ranch2,Ranch3,Ranch4,gambfalgroup,gambfalDV,scalesgroup,scalesreca,scalesrecb,scales,reciprocitygroup,reciprocityother,reciprocityus,allowedforbiddenGroup,allowedforbidden,quotearec,quotebrec,quoteGroup,quote,totalflagestimations,totalnoflagtimeestimations,flagfilter,flagdv,flagGroup,Sysjust,MoneyGroup,moneyfilter,ContactGroup,Imagineddv,IATfilter,partgender,IATexpart,IATexpmath,IATexp.overall,totexpmissed,IATEXPfilter,allowedforbiddena,allowedforbiddenb,anchoring1a,anchoring1b,anchoring2a,anchoring2b,anchoring3a,anchoring3b,anchoring4a,anchoring4b,artwarm,d_donotuse,diseaseframinga,diseaseframingb,ethnicity_X1,ethnicity_X2,ethnicity_X3,flagsupplement1,flagsupplement2,flagsupplement3,flagtimeestimate1_Afternoon,flagtimeestimate1_Evening,flagtimeestimate1_Morning,flagtimeestimate2_Afternoon,flagtimeestimate2_Evening,flagtimeestimate2_Morning,flagtimeestimate3_Afternoon,flagtimeestimate3_Evening,flagtimeestimate3_Morning,flagtimeestimate4_Afternoon,flagtimeestimate4_Evening,flagtimeestimate4_Morning,gamblerfallacya,gamblerfallacyb,imaginedexplicit1,imaginedexplicit2,imaginedexplicit3,imaginedexplicit4,major,mathwarm,moneyagea,moneyageb,moneygendera,moneygenderb,noflagtimeestimate1_Afternoon,noflagtimeestimate1_Evening,noflagtimeestimate1_Morning,noflagtimeestimate2_Afternoon,noflagtimeestimate2_Evening,noflagtimeestimate2_Morning,noflagtimeestimate3_Afternoon,noflagtimeestimate3_Evening,noflagtimeestimate3_Morning,noflagtimeestimate4_Afternoon,noflagtimeestimate4_Evening,noflagtimeestimate4_Morning,omdimc3,omdimc3rt,omdimc3trt,politicalid,quotea,quoteb,reciprocityothera,reciprocityotherb,reciprocityusa,reciprocityusb,scalesa,scalesb,sex,sunkcosta,sunkcostb,sysjust1,sysjust2,sysjust3,sysjust4,sysjust5,sysjust6,sysjust7,sysjust8,us_or_international,lab_or_online,order,iat_exclude
623,0.0,1,0,0,18.0,0,3.0,1,1.0,0,1,0,0,2000.0,3000000.0,5500.0,150.0,580.0,3637.5,1316.5,320.5,580.0,3637.5,1316.5,320.5,0,1.732050808,0,0.0,N,1.0,1,0.0,1.0,0,0.0,1.0,N,1,1.0,N,9.0,0,1.5,0,2.625,0,0,1,6.5,1,0.0,6.666666667,2.333333333,6.166666667,0,1,0.0,N,2000.0,N,N,3000000.0,5500.0,N,150.0,N,100.0,-0.48999979200000005,0.0,N,0,1,0,7.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,N,1.732050808,6.0,5.0,9.0,6.0,8.0,9.0,18.0,N,1.0,N,1,0,0,0,1,0,0,0,1,0,1,0,0.0,7103.0,7113.0,1.0,9.0,N,1.0,N,1.0,N,2.0,N,0.0,N,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,0,1,1.0,0
624,0.0,1,0,0,18.0,1,9.0,1,1.0,0,0,0,1,N,400000.0,6000.0,45000.0,N,917.5,1401.0,5307.5,N,917.5,1401.0,5307.5,0,2.236067977,1,N,0.0,1.0,1,N,0.0,1,1.0,N,7.0,0,7.0,7.0,N,0,3.0,1,3.75,1,0,0,3.5,1,0.0,5.666666667,4.666666667,4.5,0,1,N,1.0,N,N,400000.0,N,6000.0,N,N,45000.0,62.0,0.043094768,0.0,N,0,1,0,11.0,4.0,4.0,0,0,1,0,1,0,1,0,0,0,0,1,N,2.236067977,4.0,2.0,5.0,3.0,7.0,50.0,N,18.0,N,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42080.0,42086.0,4.0,N,3.0,N,N,0.0,N,N,1.0,0.0,9.0,N,4.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,0,1,1.0,0
625,0.0,1,0,0,18.0,0,9.0,0,1.0,1,1,1,0,5000.0,3500000.0,40000.0,2500.0,4676.0,4188.5,4642.0,2147.0,4676.0,4188.5,4642.0,2147.0,0,1.4142135619999998,1,N,0.0,1.0,0,0.0,1.0,1,1.0,8.0,N,1,8.0,N,8.0,0,2.375,0,4.0,1,0,1,4.0,1,0.0,4.333333333,6.666666667,2.833333333,0,1,N,1.0,N,5000.0,N,3500000.0,N,40000.0,2500.0,N,24.0,-0.34614072,N,0.0,0,0,1,9.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,N,1.4142135619999998,5.0,1.0,5.0,5.0,6.0,100.0,N,18.0,N,1.0,0,1,0,1,0,0,0,0,1,1,0,0,1.0,28961.0,28970.0,2.0,2.0,N,N,1.0,N,1.0,N,1.0,0.0,N,9.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,0,1,2.0,0
626,0.0,1,0,0,18.0,0,8.0,0,0.0,0,0,1,1,N,N,30000.0,45000.0,N,N,3586.5,5307.5,N,N,3586.5,5307.5,0,N,0,0.0,N,1.0,0,0.0,0.0,0,0.0,5.0,N,1,5.0,8.0,N,0,2.5,1,3.125,0,0,1,6.5,1,0.0,6.666666667,2.666666667,6.0,0,1,0.0,N,N,N,N,N,N,30000.0,N,45000.0,91.0,0.212921392,N,1.0,1,0,0,3.0,7.0,6.0,1,0,0,0,0,1,1,0,0,0,1,0,N,N,5.0,6.0,9.0,6.0,7.0,8.0,18.0,N,1.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1.0,26469.0,26479.0,4.0,5.0,N,N,1.0,N,0.0,1.0,N,0.0,N,8.0,3.0,4.0,2.0,2.0,4.0,3.0,5.0,2.0,0,1,2.0,0
627,0.0,1,0,0,18.0,0,7.0,0,0.0,0,0,1,0,N,250000.0,40000.0,1000.0,N,287.0,4642.0,1656.0,N,287.0,4642.0,1656.0,1,3.464101615,1,N,0.0,1.0,1,0.0,1.0,0,0.0,N,5.0,0,5.0,7.0,N,0,3.875,1,1.375,0,0,1,8.5,1,0.0,6.166666667,4.333333333,4.916666667,0,1,0.0,N,N,N,250000.0,N,N,40000.0,1000.0,N,67.0,0.09354013900000001,N,1.0,0,1,0,8.0,7.0,5.0,0,0,1,0,0,1,1,0,0,0,1,0,3.464101615,N,9.0,7.0,9.0,9.0,13.0,45.0,18.0,N,1.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10483.0,10567.0,4.0,N,5.0,1.0,N,1.0,N,N,1.0,0.0,N,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0,1,2.0,0
628,0.0,1,0,0,18.0,0,9.0,1,1.0,1,1,1,1,5500.0,3400000.0,39000.0,42000.0,5082.0,4048.5,4375.5,5171.0,5082.0,4048.5,4375.5,5171.0,1,2.0,1,N,1.0,0.0,1,0.0,1.0,0,0.0,N,3.0,0,3.0,N,8.0,0,2.625,0,4.0,1,0,1,4.25,1,0.0,4.833333333,2.666666667,5.083333333,0,1,0.0,N,N,5500.0,N,3400000.0,N,39000.0,N,42000.0,55.0,-0.263413462,0.0,N,0,1,0,11.0,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,N,3.0,4.0,7.0,3.0,7.0,16.0,N,18.0,N,1.0,0,0,1,1,0,0,1,0,0,0,1,0,1.0,41941.0,41951.0,4.0,N,7.0,1.0,N,1.0,N,N,4.0,0.0,N,9.0,3.0,6.0,4.0,6.0,3.0,2.0,7.0,1.0,0,1,1.0,0
629,0.0,1,0,0,18.0,1,9.0,0,0.0,0,0,0,0,2500.0,1000000.0,6000.0,400.0,1189.0,1990.0,1401.0,1032.0,1189.0,1990.0,1401.0,1032.0,0,1.732050808,0,0.0,N,1.0,0,0.0,0.0,1,0.0,N,5.0,0,5.0,N,8.0,0,2.5,0,4.5,0,0,0,5.75,1,0.0,6.333333333,3.0,5.666666667,0,1,N,0.0,2500.0,N,1000000.0,N,6000.0,N,400.0,N,96.0,-1.079881914,N,1.0,0,1,0,10.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,N,1.732050808,5.0,5.0,7.0,6.0,7.0,0.0,18.0,N,1.0,N,1,0,0,1,0,0,0,0,1,0,1,0,1.0,40637.0,40646.0,3.0,N,5.0,N,1.0,N,0.0,1.0,N,0.0,9.0,N,5.0,5.0,5.0,6.0,4.0,4.0,5.0,2.0,0,1,1.0,0
630,0.0,1,0,0,17.0,1,9.0,0,1.0,0,0,0,0,N,N,40000.0,1000.0,N,N,4642.0,1656.0,N,N,4642.0,1656.0,1,2.449489743,1,N,0.0,1.0,1,0.0,0.0,0,0.0,5.0,N,1,5.0,N,7.0,0,3.125,0,3.375,1,0,0,1.5,1,0.0,6.833333333,2.5,6.166666667,0,1,0.0,N,N,N,N,N,40000.0,N,1000.0,N,93.0,0.8814679040000001,N,0.0,0,1,0,7.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2.449489743,N,2.0,1.0,1.0,2.0,13.0,17.0,N,17.0,N,1.0,0,1,0,0,0,1,0,0,1,1,0,0,1.0,65617.0,65627.0,4.0,5.0,N,1.0,N,0.0,N,N,1.0,0.0,9.0,N,2.0,2.0,4.0,7.0,4.0,2.0,3.0,3.0,0,1,2.0,0
631,0.0,1,0,0,18.0,0,9.0,0,0.0,1,1,0,0,1800.0,3800000.0,N,460.0,251.0,4376.5,N,1084.5,251.0,4376.5,N,1084.5,0,1.732050808,1,N,0.0,1.0,1,1.0,0.0,0,0.0,8.0,N,1,8.0,N,9.0,0,3.25,0,4.625,0,1,1,5.0,1,0.0,6.833333333,5.5,4.666666667,0,1,0.0,N,N,1800.0,N,3800000.0,N,N,460.0,N,100.0,0.61661975,N,1.0,1,0,0,6.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,N,1.732050808,5.0,4.0,5.0,6.0,3.0,62.0,18.0,N,1.0,N,0,0,1,0,1,0,1,0,0,0,1,0,1.0,29025.0,29158.0,2.0,2.0,N,0.0,N,0.0,N,N,1.0,0.0,N,9.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,0,1,2.0,0
632,0.0,1,0,0,18.0,1,9.0,1,0.0,0,1,0,0,2300.0,4000000.0,3000.0,250.0,901.0,4604.5,539.0,708.5,901.0,4604.5,539.0,708.5,0,2.236067977,1,N,0.0,1.0,0,0.0,1.0,1,1.0,N,6.0,0,6.0,N,6.0,0,2.5,0,3.0,1,0,0,6.25,1,0.0,7.0,3.833333333,5.583333333,0,1,N,1.0,2300.0,N,N,4000000.0,3000.0,N,250.0,N,78.0,0.5221774539999999,1.0,N,0,1,0,9.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,N,2.236067977,5.0,5.0,6.0,9.0,13.0,42.0,N,18.0,N,1.0,1,0,0,0,0,1,0,0,1,1,0,0,1.0,39931.0,39945.0,3.0,N,4.0,N,1.0,N,1.0,N,1.0,0.0,9.0,N,3.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,0,1,2.0,0
633,0.0,1,0,0,18.0,1,9.0,0,1.0,1,1,0,0,4500.0,3500000.0,3000.0,1000.0,4165.5,4188.5,539.0,1656.0,4165.5,4188.5,539.0,1656.0,0,4.472135955,0,0.0,N,1.0,0,0.0,1.0,1,1.0,N,6.0,0,6.0,8.0,N,0,2.125,1,4.75,1,0,1,8.5,1,0.0,6.833333333,4.0,5.416666667,0,1,N,1.0,N,4500.0,N,3500000.0,3000.0,N,1000.0,N,93.0,-0.8779695759999999,N,0.0,0,1,0,8.0,3.0,3.0,1,0,0,0,0,1,1,0,0,0,1,0,N,4.472135955,8.0,8.0,9.0,9.0,13.0,38.0,N,18.0,N,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,30480.0,30490.0,1.0,N,4.0,N,1.0,N,1.0,2.0,N,0.0,9.0,N,6.0,5.0,3.0,5.0,5.0,3.0,6.0,5.0,0,1,1.0,0
634,0.0,1,0,0,18.0,1,9.0,0,0.0,0,0,1,1,N,800000.0,25000.0,30000.0,N,1641.5,2662.5,4287.5,N,1641.5,2662.5,4287.5,1,10.0,1,N,N,N,1,1.0,0.0,0,0.0,N,5.0,0,5.0,N,8.0,0,4.125,0,3.5,1,1,1,4.25,1,0.0,5.833333333,4.333333333,4.75,0,1,0.0,N,N,N,800000.0,N,N,25000.0,N,30000.0,74.0,-0.657685454,N,1.0,0,1,0,10.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,N,4.0,3.0,6.0,4.0,7.0,69.0,N,18.0,N,1.0,1,0,0,0,0,1,1,0,0,0,1,0,1.0,48820.0,48826.0,4.0,N,5.0,0.0,N,0.0,N,N,N,0.0,9.0,N,4.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,0,1,1.0,0
635,0.0,1,0,0,18.0,0,8.0,0,0.0,1,0,1,1,2000.0,600000.0,45000.0,30000.0,580.0,1420.0,5417.5,4287.5,580.0,1420.0,5417.5,4287.5,1,1.732050808,1,N,0.0,1.0,1,0.0,1.0,0,0.0,8.0,N,1,8.0,N,9.0,0,2.5,0,4.0,1,0,0,7.75,1,0.0,7.0,4.166666667,5.416666667,0,1,0.0,N,N,2000.0,600000.0,N,N,45000.0,N,30000.0,90.0,0.667239325,N,1.0,0,1,0,10.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1.732050808,N,7.0,6.0,9.0,9.0,8.0,45.0,N,18.0,N,1.0,1,0,0,0,1,0,0,0,1,0,1,0,1.0,41044.0,41050.0,2.0,2.0,N,1.0,N,1.0,N,N,1.0,0.0,N,8.0,4.0,3.0,3.0,4.0,6.0,3.0,4.0,5.0,0,1,2.0,0
636,0.0,1,0,0,18.0,0,9.0,1,1.0,1,0,0,0,5600.0,450000.0,3500.0,1000.0,5208.0,1024.5,737.0,1656.0,5208.0,1024.5,737.0,1656.0,0,N,1,N,N,N,1,1.0,0.0,1,1.0,5.0,N,1,5.0,N,6.0,0,2.875,0,4.125,1,0,0,3.75,1,0.0,6.833333333,6.833333333,4.0,0,1,N,1.0,N,5600.0,450000.0,N,3500.0,N,1000.0,N,85.0,-0.502617278,0.0,N,0,0,1,10.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,3.0,2.0,2.0,8.0,6.0,92.0,N,18.0,N,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,20381.0,20387.0,4.0,5.0,N,0.0,N,0.0,N,N,N,0.0,N,9.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,0,1,1.0,0
637,0.0,1,0,0,18.0,0,9.0,0,1.0,0,1,1,0,2000.0,1000000.0,35000.0,1000.0,580.0,1990.0,4002.0,1656.0,580.0,1990.0,4002.0,1656.0,0,1.732050808,0,0.0,N,1.0,1,0.0,1.0,1,0.0,8.0,N,1,8.0,7.0,N,0,2.125,1,4.75,1,0,1,5.0,1,0.0,7.0,2.5,6.25,0,1,N,0.0,2000.0,N,N,1000000.0,N,35000.0,1000.0,N,100.0,-1.162751789,N,0.0,0,1,0,11.0,3.0,4.0,1,0,0,0,1,0,0,0,1,0,0,1,N,1.732050808,5.0,3.0,6.0,6.0,10.0,4.0,N,18.0,N,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29835.0,29841.0,3.0,2.0,N,1.0,N,1.0,N,2.0,N,0.0,N,9.0,4.0,5.0,5.0,6.0,6.0,3.0,4.0,5.0,0,1,1.0,0
638,0.0,1,0,0,18.0,0,5.0,1,1.0,1,0,1,1,3000.0,400000.0,35500.0,25000.0,2163.5,917.5,4099.0,3892.0,2163.5,917.5,4099.0,3892.0,0,1.732050808,0,0.0,N,1.0,0,0.0,1.0,1,0.0,N,5.0,0,5.0,8.0,N,0,3.375,1,3.75,1,0,0,4.25,1,0.0,7.0,3.166666667,5.916666667,0,1,N,0.0,N,3000.0,400000.0,N,N,35500.0,N,25000.0,100.0,1.2608264059999998,0.0,N,0,1,0,11.0,4.0,4.0,1,0,0,1,0,0,0,0,1,0,1,0,N,1.732050808,5.0,5.0,5.0,2.0,7.0,39.0,N,18.0,N,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,39973.0,39979.0,4.0,N,5.0,N,1.0,N,1.0,1.0,N,0.0,N,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,2.0,0,1,2.0,0
639,0.0,1,0,0,20.0,0,8.0,1,1.0,0,0,0,1,3000.0,500000.0,5000.0,23000.0,2163.5,1215.0,1172.5,3727.5,2163.5,1215.0,1172.5,3727.5,0,0.0,1,N,0.0,1.0,0,1.0,0.0,0,0.0,N,5.0,0,5.0,7.0,N,0,2.875,1,2.875,0,1,0,4.5,1,0.0,4.666666667,4.666666667,4.0,0,1,0.0,N,3000.0,N,500000.0,N,5000.0,N,N,23000.0,32.0,-0.361712755,0.0,N,0,1,0,11.0,4.0,4.0,1,0,0,0,0,1,0,0,1,0,1,0,N,0.0,4.0,2.0,5.0,7.0,7.0,72.0,20.0,N,1.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1.0,42869.0,42875.0,3.0,N,5.0,N,0.0,N,0.0,N,1.0,0.0,N,8.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,4.0,0,1,1.0,0
640,0.0,1,0,0,18.0,0,9.0,1,1.0,0,0,0,0,1753.0,N,2224.0,605.0,220.0,N,99.0,1368.0,220.0,N,99.0,1368.0,0,1.4142135619999998,1,N,1.0,0.0,1,1.0,0.0,1,1.0,5.0,N,1,5.0,N,6.0,0,3.25,0,3.125,0,0,0,6.0,1,0.0,6.166666667,3.333333333,5.416666667,0,1,N,1.0,1753.0,N,N,N,2224.0,N,605.0,N,76.0,0.936912394,0.0,N,0,1,0,5.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,N,1.4142135619999998,5.0,5.0,5.0,9.0,3.0,32.0,18.0,N,1.0,N,1,0,0,0,1,0,0,0,0,0,0,1,1.0,32134.0,32140.0,4.0,5.0,N,0.0,N,0.0,N,N,3.0,0.0,N,9.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,3.0,0,1,2.0,0
641,0.0,1,0,0,20.0,0,9.0,0,0.0,0,0,1,1,3500.0,250000.0,42000.0,20000.0,3216.0,287.0,4950.5,3504.0,3216.0,287.0,4950.5,3504.0,0,1.4142135619999998,1,N,N,N,0,N,0.0,0,0.0,8.0,N,1,8.0,N,8.0,0,3.25,0,3.25,0,0,1,2.5,1,1.0,6.166666667,3.5,5.333333333,0,1,0.0,N,3500.0,N,250000.0,N,N,42000.0,N,20000.0,81.0,0.31931611,N,1.0,0,1,0,11.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,N,1.4142135619999998,3.0,1.0,5.0,1.0,13.0,32.0,20.0,N,0.0,N,1,0,0,0,0,1,1,0,0,0,1,0,1.0,44496.0,44503.0,4.0,2.0,N,N,N,N,0.0,N,N,1.0,N,9.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,0,1,1.0,0
642,0.0,1,0,0,18.0,0,9.0,0,1.0,0,0,1,1,N,700000.0,40000.0,20000.0,N,1516.5,4642.0,3504.0,N,1516.5,4642.0,3504.0,0,0.0,1,N,N,N,0,0.0,0.0,0,0.0,9.0,N,1,9.0,7.0,N,0,3.875,1,4.875,1,0,0,5.0,1,0.0,4.666666667,4.166666667,4.25,0,1,0.0,N,N,N,700000.0,N,N,40000.0,N,20000.0,49.0,0.334248879,N,0.0,0,0,0,11.0,3.0,3.0,0,0,1,1,0,0,1,0,0,1,0,0,0.0,N,5.0,5.0,5.0,5.0,7.0,58.0,N,18.0,N,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7651.0,7661.0,5.0,1.0,N,N,1.0,N,0.0,N,N,0.0,N,9.0,5.0,4.0,4.0,7.0,5.0,5.0,4.0,5.0,0,1,2.0,0
643,0.0,1,0,0,19.0,1,9.0,1,1.0,0,1,1,0,2750.0,3500000.0,40000.0,175.0,1431.5,4188.5,4642.0,428.5,1431.5,4188.5,4642.0,428.5,0,2.449489743,0,0.0,N,1.0,1,1.0,0.0,0,0.0,5.0,N,1,5.0,8.0,N,0,2.75,1,2.75,1,0,0,2.5,1,0.0,5.833333333,3.0,5.416666667,0,1,0.0,N,2750.0,N,N,3500000.0,N,40000.0,175.0,N,38.0,0.48205032299999995,0.0,N,0,1,0,11.0,5.0,4.0,1,0,0,0,1,0,1,0,0,0,0,1,N,2.449489743,2.0,2.0,5.0,1.0,7.0,28.0,N,19.0,N,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29771.0,29783.0,4.0,5.0,N,0.0,N,0.0,N,1.0,N,0.0,9.0,N,3.0,3.0,2.0,4.0,6.0,1.0,2.0,1.0,0,1,2.0,0
644,0.0,1,0,0,18.0,0,5.0,0,0.0,0,0,1,0,3300.0,260000.0,35000.0,300.0,3002.0,409.0,4002.0,868.5,3002.0,409.0,4002.0,868.5,1,2.236067977,1,N,N,N,1,1.0,0.0,1,0.0,N,5.0,0,5.0,7.0,N,0,3.0,1,4.75,1,0,0,3.75,1,0.0,4.666666667,3.0,4.833333333,0,1,N,0.0,3300.0,N,260000.0,N,N,35000.0,300.0,N,82.0,0.5977272770000001,N,1.0,0,0,1,9.0,4.0,4.0,0,0,1,0,0,1,1,0,0,0,1,0,2.236067977,N,5.0,2.0,6.0,2.0,13.0,0.0,N,18.0,N,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,50162.0,50172.0,1.0,N,5.0,0.0,N,0.0,N,N,N,0.0,N,5.0,4.0,6.0,4.0,5.0,6.0,4.0,5.0,4.0,0,1,2.0,0
645,0.0,1,0,0,19.0,1,6.0,0,0.0,0,1,0,1,N,800000.0,9000.0,40000.0,N,1641.5,1666.5,5018.5,N,1641.5,1666.5,5018.5,0,0.0,1,N,0.0,1.0,1,0.0,1.0,1,1.0,8.0,N,1,8.0,6.0,N,0,2.125,1,2.625,0,0,0,5.0,1,0.0,6.166666667,3.0,5.583333333,0,1,N,1.0,N,N,N,800000.0,9000.0,N,N,40000.0,73.0,-1.029486068,N,1.0,0,1,0,2.0,3.0,4.0,1,0,0,0,0,1,1,0,0,0,0,1,N,0.0,6.0,3.0,6.0,5.0,10.0,23.0,19.0,N,1.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1.0,22010.0,22019.0,1.0,2.0,N,1.0,N,1.0,N,N,1.0,0.0,6.0,N,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,0,1,1.0,0
646,0.0,1,0,0,18.0,0,9.0,1,1.0,1,1,1,0,4000.0,4500000.0,43000.0,2000.0,3732.5,4972.0,5118.5,2053.0,3732.5,4972.0,5118.5,2053.0,1,2.236067977,1,N,1.0,0.0,0,0.0,0.0,1,1.0,N,1.0,0,1.0,8.0,N,0,3.25,1,3.875,1,0,1,3.25,1,1.0,3.666666667,5.833333333,2.916666667,0,1,N,1.0,N,4000.0,N,4500000.0,N,43000.0,2000.0,N,56.0,-0.320658449,0.0,N,0,1,0,11.0,3.0,3.0,1,0,0,0,0,1,1,0,0,0,1,0,2.236067977,N,4.0,3.0,4.0,2.0,13.0,71.0,N,18.0,N,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,27483.0,27526.0,2.0,N,9.0,N,1.0,N,0.0,N,4.0,1.0,N,9.0,3.0,3.0,1.0,5.0,5.0,4.0,4.0,6.0,0,1,1.0,0
647,0.0,1,0,0,19.0,1,9.0,0,0.0,0,0,0,0,5000.0,300000.0,4500.0,190.0,4676.0,566.0,1008.0,459.0,4676.0,566.0,1008.0,459.0,0,2.449489743,1,N,0.0,1.0,1,0.0,1.0,0,0.0,N,8.0,0,8.0,7.0,N,0,3.25,1,2.875,0,0,1,4.5,1,0.0,6.666666667,4.166666667,5.25,0,1,0.0,N,5000.0,N,300000.0,N,4500.0,N,190.0,N,93.0,0.887216221,N,1.0,0,1,0,8.0,3.0,3.0,0,1,0,0,0,1,1,0,0,0,0,1,N,2.449489743,6.0,4.0,5.0,3.0,3.0,53.0,19.0,N,1.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1.0,66131.0,66143.0,3.0,N,2.0,1.0,N,1.0,N,N,1.0,0.0,9.0,N,3.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,0,1,2.0,0
648,0.0,1,0,0,18.0,0,9.0,1,1.0,0,1,1,1,N,1500000.0,39000.0,45000.0,N,2347.0,4375.5,5307.5,N,2347.0,4375.5,5307.5,1,1.732050808,1,N,1.0,0.0,1,1.0,0.0,1,0.0,N,3.0,0,3.0,8.0,N,0,1.875,1,3.75,1,0,0,4.75,1,0.0,6.0,3.333333333,5.333333333,0,1,N,0.0,N,N,N,1500000.0,N,39000.0,N,45000.0,100.0,-0.275738545,0.0,N,0,0,1,9.0,3.0,3.0,1,0,0,0,0,1,1,0,0,0,1,0,1.732050808,N,2.0,3.0,5.0,9.0,3.0,27.0,N,18.0,N,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,56371.0,56521.0,2.0,N,7.0,0.0,N,0.0,N,N,2.0,0.0,N,9.0,2.0,2.0,5.0,3.0,3.0,6.0,4.0,5.0,0,1,1.0,0
649,0.0,1,0,0,18.0,0,8.0,1,1.0,0,0,1,1,2100.0,450000.0,30000.0,3000.0,774.0,1024.5,3586.5,2204.0,774.0,1024.5,3586.5,2204.0,0,1.4142135619999998,0,0.0,N,1.0,1,1.0,0.0,0,0.0,4.0,N,1,4.0,9.0,N,0,3.125,1,3.625,0,0,1,6.0,1,1.0,6.0,5.0,4.5,0,1,0.0,N,2100.0,N,450000.0,N,N,30000.0,N,3000.0,77.0,0.7414104970000001,0.0,N,0,1,0,10.0,3.0,4.0,1,0,0,0,1,0,0,0,1,0,1,0,N,1.4142135619999998,5.0,6.0,6.0,7.0,7.0,74.0,18.0,N,0.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1.0,48893.0,49015.0,4.0,6.0,N,0.0,N,0.0,N,1.0,N,1.0,N,8.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,0,1,2.0,0
650,N,1,0,0,18.0,0,9.0,1,1.0,1,0,1,0,4200.0,900000.0,26580.0,2000.0,3960.0,1740.5,2855.0,2053.0,3960.0,1740.5,2855.0,2053.0,1,2.828427125,0,0.0,N,1.0,0,0.0,0.0,1,0.0,N,3.0,0,3.0,N,9.0,0,2.875,0,3.75,1,0,0,4.75,1,1.0,5.666666667,3.166666667,5.25,0,1,N,0.0,N,4200.0,900000.0,N,N,26580.0,2000.0,N,61.0,0.351745125,0.0,N,1,0,0,10.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.828427125,N,5.0,3.0,5.0,6.0,7.0,37.0,N,18.0,N,0.0,0,1,0,1,0,0,0,0,1,0,1,0,1.0,32269.0,32473.0,3.0,N,7.0,N,1.0,N,0.0,3.0,N,1.0,N,9.0,4.0,2.0,5.0,6.0,3.0,3.0,4.0,3.0,0,1,2.0,0
